Ordem,Subordem,Grande_Grupo,Subgrupo,Textura_Principal_Componente,Horizonte_Principal_Componente,Erosao_Principal_Componente,Pedregosidade_Principal_Componente,Rochosidade_Principal_Componente,Relevo_Principal_Componente
PLINTOSSOLO,HAPLICO,Aluminico,tipico,argilosa,A moderado,,,,plano e suave ondulado
PLINTOSSOLO,HAPLICO,Aluminico,tipico,argilosa,A moderado,,,,plano e suave ondulado
PLINTOSSOLO,HAPLICO,Aluminico,tipico,argilosa,A moderado,,,,plano e suave ondulado
PLINTOSSOLO,HAPLICO,Aluminico,tipico,argilosa,A moderado,,,,plano e suave ondulado
PLINTOSSOLO,HAPLICO,Aluminico,tipico,argilosa,A moderado,,,,plano e suave ondulado
PLINTOSSOLO,HAPLICO,Aluminico,tipico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Alitico,tipico e plintico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Aluminico,abruptico,arenosa/media,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Aluminico,abruptico,arenosa/media,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Aluminico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media,A moderado,,,,forte ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,suave ondulado
ARGISSOLO,AMARELO,Distrofico,abruptico,arenosa/media,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,muito argilosa e argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media,A moderado,,,,forte ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media,A moderado,,,,forte ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa,A moderado,,,,suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,abruptico,arenosa/media,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,arenosa/media,A moderado,,,,ondulado e forte ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,suave ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,arenosa/media,A moderado,,,,ondulado e forte ondulado
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media e argilosa,A moderado,,,,suave ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,AMARELO,Distrofico,plintico,media e media/argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,plano
ARGISSOLO,AMARELO,Distrofico,tipico,argilosa e argilosa/muito argilosa,A moderado e A proeminente,,,,suave ondulado e ondulado
ARGISSOLO,AMARELO,Distrofico,tipico,media cascalhenta/argilosa cascalhenta e media/argilosa,A moderado,,,,ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,tipico,argilosa e argilosa/muito argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,tipico,argilosa e argilosa/muito argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,tipico,argilosa e argilosa/muito argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,plintico e tipico,argilosa e media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,tipico,argilosa e argilosa/muito argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Alitico,tipico,argilosa e argilosa/muito argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Aluminico,plintico e tipico,media/argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,media/argilosa e argilosa,A moderado,,,,suave ondulado e plano
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,media/argilosa,A moderado,,,,plano e suave ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico,argilosa e media/argilosa,A moderado,,,,suave ondulado e ondulado
ARGISSOLO,VERMELHO-AMARELO,Distrofico,tipico e plintico,argilosa,A moderado,,,,plano e suave ondulado
